code,name,shortName,detailLevel,termType,parentCode,order,reportable
A07TD,Human food,,F,f,A0B9C,1,true
A07TE,Adult food,,F,f,A07TD,1,true
A07XH,Rye grain (feed),,C,r,A0BBA,76,true
A07XY,Granulation (from powder),,C,f,A07LD,14,true
A068Y,"Hot drinks and similar (coffee, cocoa, tea and herbal drinks) (as part-nature)",,C,f,A06CL,2,true
A0B8V,Facets,,F,f,A0C5X,6,true
A0B93,Qualitative-info,,F,f,A0B8V,3,true
A0BA9,"Poly(2,6-diphenyl-p-phenylene oxide), particle size 60-80 mesh, pore size 200 nm (Food Simulant E)",,C,g,A0BA7,8,true
A0BBS,Malt rootlets (feed),,C,d,A0BBA,19,true
A0BC8,Dehulled oats (feed),,C,d,A0BBA,40,true
A0BCR,Defatted rice bran (feed),,C,d,A0BBA,62,true
A0BD7,Spelt bran (feed),,C,d,A0BBA,84,true
A0BDB,"Wheat, pre-gelatinised (feed)",,C,d,A0BBA,90,true
A0BDP,"Wheat starch containing protein, partially de-sugared (feed)",,C,d,A0BBA,104,true
A0BE7,Draff (feed),,C,g,A0BBA,121,true
A0BEG,Cocoa husks (feed),,C,d,A0BEB,5,true
A0BER,"Groundnut expeller, partially - decorticated (feed)",,C,d,A0BEB,14,true
A0BEV,"Groundnut meal, decorticated (feed)",,C,d,A0BEB,17,true
A0BEZ,Linseed meal (feed),,C,d,A0BEB,21,true
A0BFN,Soya (bean) - protein concentrate (feed),,C,d,A0BEB,56,true
A0BGM,"Film lupins, [lupin hulls] (feed)",,C,d,A0BG2,24,true
A0BGY,"Peas, dehulled (feed)",,C,d,A0BG2,35,true
A0BH2,Pea pulp (feed),,C,d,A0BG2,39,true
A0BH5,Vetches (feed),,C,r,A0BG2,42,true
A0BH6,Monantha vetch (feed),,C,r,A0BG2,44,true
A0BHD,Pressed (sugar) beet pulp (feed),,C,d,A0BH7,8,true
A0BHG,"Dried (sugar) beet pulp, molassed (feed)",,C,d,A0BH7,11,true
A0BHZ,Chicory vinasses (feed),,C,d,A0BH7,30,true
A0BK1,Broken chestnuts (feed),,C,d,A0BJL,17,true
A0BK9,Cypress seed (feed),,C,r,A0BJL,25,true
A0BKV,Beet leaves (feed),,C,r,A0BKT,1,true
A0BLE,Lucerne pomace; [Alfalfa pomace] (feed),,C,d,A0BKT,19,true
A0BLZ,(Cane) sugar [sucrose] (feed),,C,d,A0BLK,12,true
A0BMN,Milk permeate / - Milk permeate powder (feed),,C,d,A0BM9,15,true
A0BMT,"Demineralised, delactosed whey/ - Demineralised, delactosed whey powder (feed)",,C,d,A0BM9,20,true
A0BN5,Blood products (feed),,C,d,A0BMY,8,true
A0BN7,Collagen (feed),,C,d,A0BMY,10,true
A0BNR,"Fish protein, hydrolysed (feed)",,C,d,A0BNJ,7,true
A0BP0,Marine zooplankton meal (feed),,C,d,A0BNJ,15,true
A0BPC,Calcium sulphate anhydrous (feed),,C,d,A0BP4,8,true
A0BPM,Magnesium sulphate heptahydrate (feed),,C,d,A0BP4,18,true
A0BPR,Magnesium chloride (feed),,C,d,A0BP4,22,true
A0BQM,Sodium chloride (feed),,C,d,A0BP4,63,true
A0BQN,Sodium bicarbonate [Sodium hydrogencarbonate] (feed),,C,d,A0BP4,64,true
A0BQT,Sodium salts of organic acids (feed),,C,d,A0BP4,69,true
A0BQY,Potassium carbonate (feed),,C,d,A0BP4,72,true
A0BR0,Potassium salts of organic acids (feed),,C,d,A0BP4,74,true
A0BR4,Cristobalite (feed),,C,d,A0BP4,79,true
A0BR9,Ammonium acetate (feed),,C,d,A0BP4,84,true
A0BRA,Fermentation (by-)products from microorganisms the cells of which have been inactivated or killed (feed),,P,d,A0BB9,12,true
A0BS7,Plants by-products from spirits production (feed),,C,g,A0BRR,14,true
A0BSB,Glucose molasses (feed),,C,d,A0BRR,23,true
A0BSN,Acid oils from chemical refining (feed),,C,d,A0BRR,41,true
A0BSZ,Propylene glycol (feed),,C,d,A0BRR,60,true
A0BXE,Plant commodities (RPCs),,H,r,A0B6Z,1,true
A0BYN,Aseptic filling,,C,f,A0BYM,1,true
A0C0B,Starch production,,C,f,A0BZZ,6,true
A0C7K,Grandparent breeding animal,,F,f,A0C8C,2,true
A0C8C,Reproductive-level,,F,f,A0B8V,16,true
A0C9B,Mixed females and males,,F,f,A0C8Y,3,true
A0CES,Thyroid (as part-nature),,E,f,A0BYK,11,true
A0CQD,Lactose free,,F,f,A0CJD,7,true
A0CQJ,Exhausted,,F,f,A06HQ,16,true
A0CQQ,New,,F,f,A0CQL,1,true
A0CRJ,Blending,,C,f,A07LZ,1,true
A0CRL,Mixing,,C,f,A07LZ,2,true
A048R,Preparations for gelling home-made food,,C,s,A04QQ,2,true
A049G,Generic non-game mammals carcase,,H,r,A0EYE,1,true
A04BS,Asses-mules-hinnies meat products,,H,s,A049D,6,true
A04DG,Generic poultry carcase,,H,r,A0EYE,3,true
A04GE,Game birds carcase,,H,r,A0EYE,4,true
A04HF,Powdered or concentrated dairy products (not isolated) (as part-nature),,C,f,A06AY,2,true
A04KJ,Horse beans (feed),,C,r,A0BG2,15,true
A04KR,Cereals and cereal-like grains not separately listed,,H,r,A04KQ,7,true
A04PA,Sugar and other sweetening ingredients (excluding intensive sweeteners),,H,g,A04KQ,75,true
A05CR,Barley grain (feed),,C,r,A0BBA,1,true
A01QS,Animal fresh meat,,H,r,A0BXF,2,true
A0B8Z,Physical-state,,F,f,A0B8V,4,true
A06JM,With solid particles/pieces,,F,f,A06HQ,12,true
A05RE,Hickory nuts (as plant),,E,n,A05QP,5,true
A061Q,Miscellaneous tropical and sub-tropical fruits (as plant),,E,n,A0ERN,5,true
A0C65,Stem brassica (as plant),,E,n,A05AR,3,true
A0C6A,Coffee ingredients (RPC derivatives),,C,d,A0BYA,1,true
A0CST,Charadriiformes (as animal),,E,n,A057X,6,true
A0CTD,Collared Dove (as animal),,E,n,A17NX,2,true
A01AX,Other Aril spices,,P,r,A01AT,2,true
A047Y,Gelling agent,,C,d,A047R,5,true
A047Z,Stabiliser,,C,d,A047R,6,true
A048M,Bulking agent,,C,d,A047R,19,true
A048X,Live microorganisms for food production,,M,r,A0BXY,1,true
A049Q,Bovine carcase,,C,r,A049G,2,true
A04BP,Asses-mules-hinnies msm,,E,r,A0F3H,1,true
A04PV,Unbottled water,,P,r,A03DK,1,true
A04SR,Lizards (family) (as animal),,E,n,A04SG,1,true
A04TA,Crocodiles (as animal),,E,n,A04SG,4,true
A059F,Quinoa (as plant),,E,n,A058Z,17,true
A059V,Oat (as plant),,E,n,A058Z,7,true
A05AE,Sorghum (as plant),,E,n,A058Z,9,true
A05HG,Scarlet runner bean (as plant),,E,n,A05GQ,2,true
A05LD,Cardoon (as plant),,E,n,A05KZ,9,true
A05MF,Marine algae (as organism),,H,n,A058Y,16,true
A01ZB,Poultry kidney,,P,r,A01YG,2,true
A03DK,Drinking water,,M,r,A0F0J,1,true
A03KF,Coffee beverage decaffeinated,,E,s,A03KA,6,true
A03KM,Malt coffee infusion,,E,s,A03KL,1,true
A03KN,Chicory coffee infusion,,E,s,A03KL,2,true
A03RS,Food for weight reduction,,M,s,A03RR,1,true
A07MY,Outside light brown,,F,f,A0B96,5,true
A07PN,Laminated paper-plastic foil,,F,f,A07PS,2,true
A0B8X,Natural sources,,H,n,A0C5X,3,true
A0BNN,Fish as feed (feed),,C,g,A0BNJ,4,true
A0BTL,Turkeys / Complete feed (feed),,C,c,A0BT1,19,true
A0BTY,"Pet food, birds / Complete feed (feed)",,C,c,A0BT1,29,true
A0BTZ,Fur animals / Complete feed (feed),,C,c,A0BT1,30,true
A0BV3,Fattening calves (weaning diets) / Complementary feed (feed),,C,c,A0BV1,3,true
A0BV4,Fattening cattle / Complementary feed (feed),,C,c,A0BV1,4,true
A0BVL,Turkeys / Complementary feed (feed),,C,c,A0BV1,24,true
A0BVN,Geese / Complementary feed (feed),,C,c,A0BV1,26,true
A0BX0,Unspecified Complementary feed (feed),,C,c,A0BV1,36,true
A0BXX,Isolated purified ingredients (including mineral or synthetic),,H,g,A0B6Z,10,true
A0BY8,Liquid or gel separated from plant RPCs,,M,d,A0BXV,10,true
A0C6D,Hot drinks and infusions composite ingredients,,M,s,A0BAG,1,true
A0C6V,Not raised under controlled housing conditions,,F,f,A0B9A,11,true
A048S,Preparations for pickling vegetables,,C,s,A04QQ,3,true
A049P,Bovine meat food,,H,r,A0C64,1,true
A01VD,Equine fat tissue,,C,r,A0F3G,6,true
A036B,Nut mass,,E,s,A035N,11,true
A00EV,Wheat semolina porridge,,C,s,A00EN,6,true
A0A8Q,Clawed lobsters (live animals)-deprecated,,H,g,A04KP,202,false
A07YH,Sunfishes (freshwater) (live animals)-deprecated,,H,g,A04KP,217,false
A067N,Non-starchy roots (as part-nature)-deprecated,,H,g,A04KP,187,false
A0BX2,Meat based simple composites-deprecated,,H,g,A04KP,76,false
A0BXA,Fat composites-deprecated,,H,g,A04KP,42,false
A0BXB,Hot drink composites and similar-deprecated,,H,g,A04KP,62,false
A0BXD,Condiments and sauces composites-deprecated,,H,g,A04KP,22,false
A0BXG,RPCs of mammal origin-deprecated,,H,g,A04KP,144,false
A0BXR,"Coffee, cocoa, tea and herbal RPCs-deprecated",,H,g,A04KP,20,false
A0BXS,RPCs of undefined meat animals-deprecated,,H,g,A04KP,146,false
A0BYF,Cooked RPCs of plant origin-deprecated,,H,g,A04KP,176,false
A0BYY,Granules (as part-nature)-deprecated,,H,g,A04KP,184,false
A0C6C,Tea ingredients (RPC derivatives)-deprecated-double,,H,g,A04KP,219,false
A0CEK,Deprecated 02,,H,g,A04KP,192,false
A010S,Major sugar plants-deprecated,,H,g,A04KP,72,false
A04HJ,Goat milk and dairy-deprecated,,H,g,A04KP,56,false
A04LG,Leavened bread doughs-deprecated,,H,g,A04KP,64,false
A04MM,Minor tropical and subtropical fruit (e)-deprecated,,H,g,A04KP,85,false
A04MS,Other mammalian liver (e)-deprecated,,H,g,A04KP,118,false
A04PC,Other not listed sweet ingredients-deprecated,,H,g,A04KP,121,false
A04QL,Sauces-deprecated,,H,g,A04KP,151,false
A04RF,Non starchy root and tuber vegetables-deprecated,,H,g,A04KP,91,false
A04TK,Freshwater fish (live animals)-deprecated,,H,g,A04KP,201,false
A052J,Smooth hounds (live animals)-deprecated,,H,g,A04KP,196,false
A02CK,Mackerel and mackerel-like fishes-deprecated,,H,g,A04KP,69,false
A02FC,Crustaceans and products thereof-deprecated,,H,g,A04KP,26,false
A02GL,"Marine shrimps or prawns, cooked-deprecated",,H,g,A04KP,75,false
A02JN,Fish and seafood dried-deprecated,,H,g,A04KP,43,false
A02KK,Canned/jarred fish in oil-deprecated,,H,g,A04KP,15,false
A002B,Cereals and cereal-like milling products and derivatives-deprecated,,H,g,A04KP,18,false
A007H,Fresh flavoured egg pasta-deprecated,,H,g,A04KP,47,false
A00AF,Pastries and cakes-deprecated,,H,g,A04KP,136,false
A00DG,Oat based breakfast cereals-deprecated,,H,g,A04KP,94,false
A00DP,Rice based breakfast cereals-deprecated,,H,g,A04KP,139,false
A00DZ,Wheat based breakfast cereals-deprecated,,H,g,A04KP,167,false
A0CKB,Daphnia (as animal),,H,n,A0CKD,2,false
A02QH,Mascarpone,,E,d,A02QF,2,true
A09QP,Ganges hairtail (as animal),,E,n,A09QJ,3,true
A09R6,Lusitanian toadfish (as animal),,E,n,A09R3,1,true
A09XZ,Dusky spinefoot (as animal),,E,n,A09XV,11,true
A085V,Macedonian vimba (as animal),,E,n,A085T,2,true
A086F,Anguilla nigricans (as animal),,E,n,A0M5Y,17,true
A086R,Pacific shortfinned eel (as animal),,E,n,A0M5Y,18,true
A087K,Macedonia shad (as animal),,E,n,A04XP,17,true
A0880,Surf smelt (as animal),,E,n,A087Z,2,true
A08AL,Gray eel-catfish (as animal),,E,n,A08AK,1,true
A08K8,Pacific sandlance (as animal),,E,n,A04YX,1,true
A08P7,"Pomfrets, ocean breams (generic) (as animal)",,P,n,A0PFA,28,true
A08R7,Banded sole (as animal),,E,n,A04ZV,7,true
A08RX,Drab sole (as animal),,E,n,A08RV,1,true
A099J,Thresher (as animal),,E,n,A099F,1,true
A0B0R,Lowe Scallop (as animal),,E,n,A118R,17,true
A0BPZ,Mono-dicalcium phosphate (feed),,C,d,A0BP4,30,true
A0BX1,Bakery products,,H,c,A0BAG,13,true
A0BXC,Dairy imitates,,M,s,A03TD,2,true
A0BXT,Processed or preserved meat,,H,g,A0B6Z,4,true
A0AFE,Penaeid Shrimp (live animals)-deprecated,,H,g,A04KP,204,false
A00PR,Mung beans (with pods),,E,r,A00PC,11,true
A00SG,Adzuki bean sprouts,,C,r,A00TB,1,true
A00SR,Mung bean sprouts,,C,r,A00SF,7,true
A00TL,Honey mushroom,,E,r,A00TD,6,true
A00TP,Cultivated fungi and similar-,,C,r,A0ETG,1,true
A00ZM,Garlic puree,,E,d,A0F3F,2,true
A00ZS,Starchy roots and tubers,,M,r,A04JD,1,true
A011J,Tapioca starch,,C,d,A0ETM,7,true
A014C,Tree nuts,,M,r,A0ETB,2,true
A017E,"Lavender, dry",,C,d,A016T,9,true
A017R,"Wintergreen leaves, dry",,C,d,A016T,20,true
A018Y,"Peppercorn (black, green and white) and similar-",,C,r,A018Q,6,true
A01AP,Cassia buds,,E,r,A0CYA,2,true
A01BM,Sesame paste (tahini) (sesamus indicum),,E,d,A0F0M,2,true
A046S,Cyclamate,,E,d,A046M,5,true
A046T,Neo-hesperidine,,E,d,A046M,6,true
A047A,Food flavourings,,M,d,A046L,1,true
A047B,Flavourings,,C,d,A047A,1,true
A04KH,Buckwheat and other pseudo-cereals and similar-,,C,r,A000L,3,true
A04KN,Celery seed and similar-,,C,r,A017X,3,true
A04ND,Processed whole meat products,,M,d,A0EYM,1,true
A04ST,Turtles (as animal),,E,n,A04SG,3,true
A01MB,Dried prunes,,C,d,A01MA,4,true
A01MH,Dried pears,,C,d,A01MA,10,true
A01MQ,"Jam, blackberries",,E,s,A01MM,4,true
A01ND,"Jam, sweet cherry",,E,s,A01MM,15,true
A01NX,Canned or jarred sour cherry,,E,d,A01NN,8,true
A01PF,"Fruit compote, apple",,E,s,A01PD,1,true
A01PH,"Fruit compote, apricot",,E,s,A01PD,2,true
A01PN,"Fruit compote, table grape",,E,s,A01PD,11,true
A01PP,"Fruit compote, cranberry",,E,s,A01PD,3,true
A01QC,"Candied fruit, orange peel",,E,d,A01PS,5,true
A01YG,Animal kidney,,M,r,A04MQ,2,true
A023A,Cured pork fat,,C,d,A0EYN,1,true
A02GS,"Abalones, winkles, conchs",,C,r,A02GM,2,true
A02LJ,Crocodiles,,C,r,A02KQ,1,true
A02LQ,Insects,,P,r,A0EYL,2,true
A02MV,Buttermilk,,C,d,A0BXZ,7,true
A02PG,Condensed milk (sometimes with added sugars),,C,d,A02PE,2,true
A02QP,"Cheese, burrata",,E,d,A02QF,10,true
A02QT,"Cheese, juustoleipa",,E,d,A02QF,14,true
A02RH,Soft - ripened cheese,,P,d,A02RG,1,true
A02TQ,"Cheese, danbo",,E,d,A02SV,19,true
A02VA,"Cheese, gouda",,E,d,A02SV,27,true
A02VP,"Cheese, marechal",,E,d,A02SV,40,true
A02VT,"Cheese, nagelkaas",,E,d,A02SV,45,true
A02VZ,"Cheese, ossau-iraty",,E,d,A02SV,49,true
A02XH,"Cheese, saint nectaire",,E,d,A02SV,57,true
A02XY,"Cheese, turunmaa",,E,d,A02SV,70,true
A02YC,"Cheese, wensleydale",,E,d,A02SV,74,true
A031A,Processed cheese and spreads,,P,d,A02QE,4,true
A031F,Whole eggs,,M,r,A031E,1,true
A031J,Geese eggs,,C,r,A031F,3,true
A031Z,"Hen egg white, dried",,C,d,A031V,3,true
A032G,Sugars (mono- and di-saccharides),,H,d,A0BY6,1,true
A033B,Mannitol,,E,d,A032Z,6,true
A034M,Couverture chocolate,,C,s,A0EQD,3,true
A034R,Chocolate coated confectionery,,C,s,A0EQS,3,true
A038R,Dairy fats,,M,d,A0F3D,3,true
A039S,"Juice, blackberry",,C,d,A0BY4,5,true
A039Y,"Juice, mango",,C,d,A0BY4,14,true
A03AH,"Juice, lemon",,C,d,A0BY4,12,true
A03CE,"Juice concentrate, strawberry",,C,d,A03BN,14,true
A03CL,"Juice, celery",,C,d,A04PQ,3,true
A03CR,"Juice, turnip",,C,d,A04PQ,6,true
A03CS,Mixed vegetable juice,,C,d,A04PQ,1,true
A03DB,Mixed fruit and vegetable juices,,P,d,A0BX9,4,true
A03GQ,Instant coffee powder,,E,d,A0C6A,6,true
A03HG,Cocoa powder,,E,d,A0C6B,1,true
A03HJ,Cocoa mass,,E,d,A0C6B,2,true
A03KB,Coffee espresso (beverage),,E,s,A03KA,1,true
A03LE,"Tea, decaffeinated, infusion",,E,s,A03LB,3,true
A03LL,Hibiscus infusion,,C,s,A03LG,4,true
A03LM,Rose infusion,,C,s,A03LG,5,true
A03LX,Valerian root infusion,,C,s,A03LG,15,true
A03LZ,Alcoholic beverages,,H,g,A0BAG,4,true
A03NX,Chocolate liqueur,,C,s,A03NS,3,true
A03NY,Coffee liqueur,,C,s,A03NS,4,true
A03PP,Alcopop and flavoured wine,,C,s,A03PM,2,true
A03RC,Ready-to-eat meal for infants and young children,,M,c,A03PX,2,true
A03RX,Food for sporting people,,M,s,A03RR,2,true
A03SA,Protein and protein components for sports people,,C,s,A03RX,3,true
A03SJ,Food supplements and similar preparations,,M,s,A03RR,4,true
A000L,Cereal grains (and cereal-like grains),,M,r,A0ETB,1,true
A001Y,Other cereals,,P,r,A000L,11,true
A002L,Barley flour,,C,d,A04KS,3,true
A004F,Wheat semolina,,C,d,A0ETL,2,true
A004N,"Wheat starch, gluten free",,E,d,A004M,1,true
A007L,Dried pasta,,C,s,A007E,3,true
A008D,Gnocchi,,C,s,A04LF,2,true
A008E,Glass noodle,,C,s,A04LF,3,true
A008Q,Quick bread dough,,E,s,A008P,1,true
A008T,Unleavened doughs,,C,s,A008G,4,true
A008X,Short pastry dough and similar,,C,s,A008G,5,true
A009M,Common laminated dough,,E,s,A009L,1,true
A009T,Fine bakery wares,,H,c,A0BX1,2,true
A00CC,Pastry based on laminated dough,,M,c,A009T,6,true
A00CZ,Barley popped,,C,d,A04LL,1,true
A00DM,Oat popped,,C,d,A04LL,3,true
A00EF,Processed wheat-based flakes,,C,d,A04QY,7,true
A00EQ,Oat porridge,,C,s,A00EN,3,true
A00FQ,Chinese broccoli,,E,r,A00FM,2,true
A00HC,Onions,,E,r,A00HB,1,true
A00HF,Shallots,,E,r,A0DNB,1,true
A00HH,Spring onions,,E,r,A00HG,1,true
A00HN,Fruiting vegetables,,M,r,A0BXJ,2,true
A07XM,Unripe / immature,,F,f,A06HQ,11,true
A0954,Scaled sardines (as animal) (deprecated),,E,n,A0GRR,1,false
A0AXX,Korean mussel (as animal) (deprecated),,E,n,A0AXT,1,false
A05AZ,Head brassica (as plant),,E,n,A05AR,4,true
A0BRJ,Other fermentation by-products (feed),,C,d,A0BRA,14,true
A058B,Duck (as animal),,E,n,A17SS,1,true
A036D,Florentine biscuit mass,,E,s,A035N,13,true
A0BCX,Rice grain (feed),,C,r,A0BBA,66,true
A0BDY,Cereal grains screenings (feed),,C,d,A0BBA,112,true
A07SF,Raised under controlled housing conditions (Reg. (EU) 2015/1375),Raised under controlled housing conditions (Reg. (EU) 2015/1375),F,f,A0B9A,10,true
A0CNC,American Black Duck (as animal),American Black Duck (as animal),E,n,A17SS,2,true
A16ED,Toucans (as animal),,E,n,A187M,2,true
A16NP,84-95 months,,F,f,A16YH,7,true
A16NQ,96-107 months,,F,f,A16YH,8,true
A16TK,Lemon ant (as animal),,E,n,A0CMJ,7,true
A16YN,Fermented functional drinks (including fermented infusions),,C,s,A03FZ,3,true
A16YQ,Glucosamine,,C,d,A0EVE,9,true
A16YT,Mammals offals and slaughtering products (other than liver),,H,g,A16YR,2,false
A17ZP,European Nightjar (as animal),,E,n,A188L,2,true
A17ME,Red-billed chough (as animal),,E,n,A0CDV,5,true
A17MR,European Honey-buzzard (as animal),,E,n,A16CQ,3,true
A17NA,Merlin (as animal),,E,n,A17RR,2,true
A17PM,Shoveler (as animal),,E,n,A188A,25,true
A17PQ,Broad-Billed Sandpiper (as animal),,E,n,A188K,9,true
A17QE,Indian Spot Billed Duck (as animal),,E,n,A17SS,6,true
A17QH,Long-Eared Owl (as animal),,E,n,A17ZN,2,true
A17RD,Eurasian wren (as animal),,E,n,A0CDR,32,true
A17RE,Aquila (as animal),,E,n,A16CR,2,true
A17RY,Mergus (as animal),,E,n,A188A,7,true
A17SD,Tawny Owl (as animal),,E,n,A17SE,3,true
A17XD,Charadrius  (as animal),,E,n,A18JS,1,true
A17VY,Great Bustard (as animal),,E,n,A0CSG,3,true
A17PJ,Red kite (as animal),,E,n,A17TH,2,true
A17SR,Falcated Duck (as animal),,E,n,A188A,29,true
A17SV,Canvasback (as animal),,E,n,A17SY,6,true
A17TE,White-headed Duck (as animal),,E,n,A188A,35,true
A17VG,Eurasian Hobby (as animal),,E,n,A17RR,7,true
A17XC,Eurasian Dotterel (as animal),,E,n,A17XD,1,true
A17YP,Glaucous Gull (as animal),,E,n,A17NC,6,true
A17ZF,Snowy Owl (as animal),,E,n,A17ZN,5,true
A180Q,House Martin (as animal),,E,n,A17RT,5,true
A181G,Alpine Accentor (as animal),,E,n,A188E,2,true
A181Z,Ring Ouzel (as animal),,E,n,A17SH,4,true
A182J,Paddyfield Warbler (as animal),,E,n,A182M,4,true
A182Q,Lesser Whitethroat (as animal),,E,n,A182V,2,true
A182R,Common Whitethroat (as animal),,E,n,A182V,3,true
A182S,Garden Warbler (as animal),,E,n,A182V,4,true
A183D,Firecrest (as animal),,E,n,A183E,2,true
A183J,Collared Flycatcher (as animal),,E,n,A18KJ,2,true
A183S,Wallcreeper (as animal),,E,n,A0CDR,33,true
A183V,Eurasian Penduline Tit (as animal),,E,n,A0CDR,34,true
A184P,European Serin (as animal),,E,n,A16CV,7,true
A185M,Ringed Teal (as animal),,E,n,A188A,36,true
A17MV,Common Kingfisher (as animal),,E,n,A18HS,1,true
A17RH,Buteo (as animal),,E,n,A16CR,3,true
A17XF,Grey Plover (as animal),,E,n,A18JT,3,true
A180Y,Eurasian rock Pipit (as animal),Eurasian rock Pipit (as animal),E,n,A181A,7,true
A180Z,Rock Pipit (Eastern) (as animal),,E,n,A181A,8,true
A181M,Bluethroat (White-spotted) (as animal),,E,n,A181K,2,true
A183N,Marsh Tit (as animal),Marsh Tit (as animal),E,n,A18KE,1,true
A183Q,Azure Tit (as animal),Azure Tit (as animal),E,n,A18KD,2,true
A185K,Buntings (as animal),,E,n,A0CDR,2,true
A185P,European robin (nominate) (as animal),,E,n,A18KG,2,true
A171S,Shy albatross (as animal),,E,n,A187T,5,true
A172D,Great Shearwater (as animal),,E,n,A187V,9,true
A172R,Masked Booby (as animal),,E,n,A187X,2,true
A174A,American Flamingo (as animal),,E,n,A187Z,2,true
A175H,Peregrine Falcon (as animal),,E,n,A17RR,1,true
A173D,Gadwall (as animal),,E,n,A188A,16,true
A174Q,Barnacle Goose (as animal),,E,n,A188J,3,true
A176E,Fieldfare (as animal),,E,n,A17SH,1,true
A177B,Delosperma minimum Lavis (as plant),,E,n,A135E,7,true
A177J,Toxicodendron pubescens Mill. (as plant),,E,n,A135L,11,true
A177V,Kadenia dubia (Schkuhr) Lavrova & V.N.Tikhom. (as plant),,E,n,A135P,67,true
A179A,Erigeron canadensis L. (as plant),,E,n,A136A,172,true
A179D,Dittrichia graveolens (L.) Greuter (as plant),,E,n,A136A,175,true
A179G,Stevia salicifolia Cav. (as plant),,E,n,A136A,178,true
A17AE,Calophyllum inophyllum L. (as plant),,E,n,A136S,2,true
A17AP,Spergularia rubra (L.) J.Presl & C.Presl (as plant),,E,n,A137D,15,true
A17AT,Cyanotis vaga (Lour.) Schult. & Schult.f. (as plant),,E,n,A137L,4,true
A17BC,Calendula arvensis M.Bieb. (as plant),,E,n,A136A,188,true
A17BZ,Dioscorea collettii var. hypoglauca (Palib.) S.J.Pei & C.T.Ting (as plant),,E,n,A138G,9,true
A17CG,Pyrola rotundifolia L. (as plant),,E,n,A138Q,20,true
A17CN,Acacia decurrens Willd. (as plant),,E,n,A138V,149,true
A17CX,Quercus pubescens Willd. (as plant),,E,n,A138X,8,true
A17DB,Geranium robertianum L. (as plant),,E,n,A139B,12,true
A17DD,Didymocarpus pedicellatus R.Br. (as plant),,E,n,A170B,1,true
A17DE,Hydrangea arborescens L. (as plant),,E,n,A139H,2,true
A17DY,Akebia trifoliata (Thunb.) Koidz. (as plant),,E,n,A139R,4,true
A17EC,Beilschmiedia tarairi (A.Cunn.) Kirk (as plant),,E,n,A139S,25,true
A17EJ,Beilschmiedia tsangii Merr. (as plant),,E,n,A139S,31,true
A17EQ,Beilschmiedia oligandra L.S.Sm. (as plant),,E,n,A139S,37,true
A17ET,Acacia laeta Benth. (as plant),,E,n,A138V,156,true
A17EY,Acacia polyacantha Willd (as plant),,E,n,A138V,159,true
A17FT,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson (as plant),,E,n,A13AY,19,true
A17FZ,Phillyrea latifolia L. (as plant),,E,n,A13BF,8,true
A17GV,Pseudotsuga menziesii (Mirb.) Franco (as plant),,E,n,A13BZ,22,true
A17HM,Polygala comosa Schkuhr (as plant),,E,n,A13CG,6,true
A17HN,Polygala amarella Crantz (as plant),,E,n,A13CG,7,true
A17JA,Potentilla argentea L. (as plant),,E,n,A13CT,29,true
A17JM,Crataegus pentagyna Waldst. & Kit. ex Willd. (as plant),,E,n,A13CT,40,true
A17JN,Crataegus nigra Waldst. & Kit. (as plant),,E,n,A13CT,41,true
A17LH,Dirca palustris L. (as plant),,E,n,A13DY,7,true
A170J,Zinc oxide (feed),,C,d,A0BP4,87,true
A16ZZ,Bromeliaceae - family (as plant),,H,n,A134V,38,true
A170M,Okari nuts,,E,r,A0DYP,5,true
A171B,Calabash nutmeg,,E,r,A0CYS,5,true
A170R,Pale-leaf sunflower,,E,r,A0DNV,5,true
A170X,Hottentot fig,,E,r,A00MN,8,true
A171X,Southern Giant Petrel (as animal),Southern Giant Petrel (as animal),E,n,A187V,3,true
A172C,Scopoli's Shearwater (as animal),,E,n,A187V,8,true
A172X,Pallas's Cormorant (as animal),,E,n,A189B,1,true
A173E,Little Bittern (as animal),,E,n,A18JN,1,true
A173X,Northern Bald Ibis (as animal),Northern Bald Ibis (as animal),E,n,A187Y,2,true
A173M,Greater White-fronted Goose (as animal),,E,n,A188H,4,true
A186D,"(Sugar) beet molasses, betaine rich, liquid/dried (feed)",,C,d,A0BH7,15,true
A186J,"Terrestrial invertebrates, dead as feed (feed)",,C,r,A0BMY,21,true
A186P,Magnesium pidolate (feed),,C,d,A0BP4,28,true
A186S,Redstone [Gizzard] (feed),,C,d,A0BP4,86,true
A187B,Fruit syrup (feed),,C,d,A0BRR,17,true
A18AV,Yeasts products (feed),,C,n,A0BRA,13,true
A18CP,African mahogany (as plant),,E,n,A05GQ,40,true
A18CS,African jointfir (as plant),,E,n,A05MX,75,true
A188R,Grus (as animal),,E,n,A18KH,1,true
A189H,Pallid swift (as animal),,E,n,A17ZR,1,true
A18BF,Shingled hedgehog (as organism),,E,n,A05LP,16,true
A18BS,Chestnut mushroom (as organism),,E,n,A05LP,17,true
A18BV,Lowland paca (as animal),,E,n,A0CNS,15,true
A18CF,Mangaba (as plant),,E,n,A061Q,106,true
A18BB,"Cheese, neufchatel",,E,d,A030P,6,true
A186Y,Product from Aspergillus oryzae rich in protein (feed),,C,d,A0BRA,12,true
A18BP,Bai ya nang (as plant),,E,n,A05MX,74,true
A187L,Cuculiformes (as animal),,E,n,A057X,10,true
A187Z,Flamingos (as animal),,E,n,A187R,1,true
